experiment,method,blocked_path_rate,collision_rate,fragile_rate,heavy_failure_rate,receptacle_incompatible_rate,selected_physical_feasibility,selected_real_utility,selected_semantic_score,stability_failure_rate,tool_mismatch_rate,unreachable_rate,violation_rate,wrong_object_rate,wrong_target_rate,N,selected_N_mean,pilot_label_count,tail_label_count,confidence_radius,gate_decision,allow_high_n_rate,stop_early_rate,collect_pilot_labels_rate,block_high_n_rate,abstention_rate,certificate_pass,certified_candidate_count,certified_selected_utility,certified_violation_rate,fallback_used
tailguard_adaptive_n,calibrated_fixed_high_n,0.0,0.0,0.0,0.0,0.0,1.0,0.9979629629629629,0.8951603597177159,0.0,0.0,0.0,0.004629629629629629,0.004629629629629629,0.0,128,128.0,480,96,0.1368028569211257,fixed_policy,0.0,0.0,0.0,0.0,,,,,,
tailguard_adaptive_n,calibrated_high_n_no_certificates,0.0,0.0,0.0,0.0,0.0,1.0,0.9979629629629629,0.8951603597177159,0.0,0.0,0.0,0.004629629629629629,0.004629629629629629,0.0,128,128.0,480,96,0.1368028569211257,fixed_policy,0.0,0.0,0.0,0.0,,,,,,
tailguard_adaptive_n,certificate_only_filtering_without_tail_calibration,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9075480097644649,0.0,0.0,0.0,0.0,0.0,0.0,128,128.0,480,96,0.1368028569211257,fixed_policy,0.0,0.0,0.0,0.0,0.0,1.0,34.708333333333336,,,
tailguard_adaptive_n,certified_tailguard_bon,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8815276259500315,0.0,0.0,0.0,0.0,0.0,0.0,128,1.0,480,96,0.1368028569211257,block_high_n,0.0,0.0,0.0,1.0,0.0,1.0,34.708333333333336,1.0,0.0,1.0
tailguard_adaptive_n,n1_baseline,0.2913411458333333,0.541015625,0.16373697916666666,0.1357421875,0.1298828125,0.2783203125,0.5637369791666668,0.8757523818304457,0.24576822916666666,0.014322916666666666,0.4951171875,0.7288411458333334,0.22135416666666666,0.1298828125,128,128.0,480,96,0.1368028569211257,fixed_policy,0.0,0.0,0.0,0.0,,,,,,
tailguard_adaptive_n,oracle_high_n,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8853533470334178,0.0,0.0,0.0,0.0,0.0,0.0,128,128.0,480,96,0.1368028569211257,fixed_policy,0.0,0.0,0.0,0.0,,,,,,
tailguard_adaptive_n,random_high_n,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.25,0.08333333333333333,0.20833333333333334,0.49833333333333335,0.8966933488644223,0.25,0.0,0.6666666666666666,0.7916666666666666,0.25,0.08333333333333333,128,128.0,480,96,0.1368028569211257,fixed_policy,0.0,0.0,0.0,0.0,,,,,,
tailguard_adaptive_n,raw_fixed_high_n,0.8333333333333334,1.0,0.2916666666666667,0.25,0.0,0.0,0.4604166666666667,0.9848929135061849,0.625,0.0,0.8333333333333334,1.0,0.0,0.0,128,128.0,480,96,0.1368028569211257,fixed_policy,0.0,0.0,0.0,0.0,,,,,,
tailguard_adaptive_n,tailguard_bon,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8815276259500315,0.0,0.0,0.0,0.0,0.0,0.0,128,1.0,480,96,0.1368028569211257,block_high_n,0.0,0.0,0.0,1.0,0.0,1.0,34.708333333333336,1.0,0.0,1.0
tailguard_adaptive_n,tailguard_without_lower_confidence_bound,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8815276259500315,0.0,0.0,0.0,0.0,0.0,0.0,128,128.0,480,96,0.1368028569211257,fixed_policy,0.0,0.0,0.0,0.0,0.0,1.0,34.708333333333336,,,
tailguard_adaptive_n,tailguard_without_n1_baseline_check,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8815276259500315,0.0,0.0,0.0,0.0,0.0,0.0,128,128.0,480,96,0.1368028569211257,fixed_policy,0.0,0.0,0.0,0.0,0.0,1.0,34.708333333333336,,,
tailguard_adaptive_n,tailguard_without_random_baseline_check,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8815276259500315,0.0,0.0,0.0,0.0,0.0,0.0,128,128.0,480,96,0.1368028569211257,fixed_policy,0.0,0.0,0.0,0.0,0.0,1.0,34.708333333333336,,,
tailguard_adaptive_n,verifier_filter_high_n,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9075480097644649,0.0,0.0,0.0,0.0,0.0,0.0,128,128.0,480,96,0.1368028569211257,fixed_policy,0.0,0.0,0.0,0.0,,,,,,
tailguard_adaptive_n,verifier_filtered_high_n,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9075480097644649,0.0,0.0,0.0,0.0,0.0,0.0,128,128.0,480,96,0.1368028569211257,fixed_policy,0.0,0.0,0.0,0.0,,,,,,
